Url,Price,Building Area,Land Area
https://www.lamudi.co.id/rumah-strategis-siap-kpr-bebas-banjir-di-metland-cileungsi-dp-ringan.html,660000000,70,84
https://www.lamudi.co.id/hunian-di-lokasi-trategis-di-bawah-200jt-bebas-bia-166003352492.html,175000000,40,40
https://www.lamudi.co.id/dijual-rumah-di-lebak-bulus-cilandak.html,9750000000,400,440
https://www.lamudi.co.id/rumah-design-modern-free-bphtb-di-cibubur-cikeas-bogor.html,828000000,85,81
https://www.lamudi.co.id/rumah-minimalis-2-lantai-siap-huni-dekat-cilandak-harga-nego-bisa-kpr.html,1400000000,120,78
https://www.lamudi.co.id/rumah-bebas-banjir-kpr-tanpa-dp-0.html,593500000,45,72
https://www.lamudi.co.id/rumah-baru-2-lantai-di-pinggir-jalan-utama-bebas-banjir-kpr-bsi.html,1280000000,100,75
https://www.lamudi.co.id/jual-cepat-rumah-di-kebon-jeruk-villa-kelapa-dua.html,2500000000,130,108
https://www.lamudi.co.id/rumah-exclusive-permata-hijau-jakarta-selatan.html,13500000000,300,500
https://www.lamudi.co.id/dijual-rumah-siap-huni-di-sunter-agung-seberang-sunter-mall.html,4200000000,250,150
https://www.lamudi.co.id/rumah-classic-modern-2-5-lantai.html,1875000000,130,84
https://www.lamudi.co.id/rumah-townhouse-cibubur-belakang-raffless-hills.html,1300000000,98,73
https://www.lamudi.co.id/rumah-tinggal-green-court-cengkareng-2-lantai-baru-165882660072.html,4300000000,174,220
https://www.lamudi.co.id/rumah-murah-di-sekitar-cbd-bintaro-jaya-desain-modern-2-lantai-3-kt-2-km-shm.html,1291000000,70,60
https://www.lamudi.co.id/promo-keren-dp0-free-biaya-emerald-terrace-bekasi-elegant-living-12.html,900000000,48,60
https://www.lamudi.co.id/rumah-baru-2-lantai-harga-murah-di-kebon-jeruk-kot-16599572517.html,825000000,32,60
https://www.lamudi.co.id/rumah-murah-di-cempaka-putih-6.html,1638000000,100,35
https://www.lamudi.co.id/rumah-mewah-di-cempaka-putih-dengan-lingkungan-ama-165984436923.html,1300000000,69,36
https://www.lamudi.co.id/diapit-2-pintu-tol-semi-privat-cluster-scandinavia-166002921414.html,750000000,68,63
https://www.lamudi.co.id/hunian-mewah-unit-pojokan-harga-nego-165866289197.html,1950000000,96,150
https://www.lamudi.co.id/dijual-rumah-luas-nyaman-dan-strategis-di-jakarta-barat.html,5500000000,250,324
https://www.lamudi.co.id/rumah-baru-dua-lantai-di-utan-kayu-1.html,505000000,40,21
https://www.lamudi.co.id/rumah-dijual-di-kota-wisata-2-lantai-semi-furnishe-165873382591.html,2800000000,232,160
https://www.lamudi.co.id/rumah-murah-dan-nyaman-di-utara-jakarta-bebas-banj-165908099954.html,400000000,36,72
https://www.lamudi.co.id/rumah-2lantai-dp-4jutaan.html,680000000,39,60
https://www.lamudi.co.id/rumah-dijual-siap-huni-di-pasar-rebo.html,2000000000,150,200
https://www.lamudi.co.id/rumah-dijual-di-dharmawangsa-prapanca-kebayoran-baru-jakarta-selatan.html,50000000000,350,647
